,event_time,user_id,instructor_id,duration,price,lesson_type,twocat,threecat,weekday
82154,2020-04-25 13:19:00+00:00,5822,0,0,19.04,0.0,1.0,3.0,Saturday
109481,2020-11-02 16:21:37+00:00,4444,0,2,198.49,0.0,0.0,0.0,Monday
68069,2020-02-07 15:00:54+00:00,237,0,2,259.9,0.0,0.0,0.0,Friday
37479,2019-09-10 10:38:34+00:00,83,0,3,952.49,1.0,0.0,0.0,Tuesday
59027,2019-12-26 09:39:11+00:00,4707,1,2,178.38,1.0,0.0,1.0,Thursday
79042,2020-03-27 01:06:12+00:00,13,0,2,112.19,0.0,1.0,3.0,Friday
101709,2020-09-10 19:11:18+00:00,407,1,1,94.38,0.0,0.0,0.0,Thursday
32397,2019-08-07 08:55:46+00:00,3407,0,1,60.92,1.0,0.0,0.0,Wednesday
108685,2020-10-27 14:17:58+00:00,3583,1,2,162.88,1.0,0.0,0.0,Tuesday
50827,2019-11-28 08:24:48+00:00,201,1,2,450.95,1.0,0.0,0.0,Thursday
106382,2020-10-11 18:52:35+00:00,6013,1,3,544.49,1.0,0.0,1.0,Sunday
66742,2020-01-30 12:08:39+00:00,571,0,2,122.15,0.0,0.0,0.0,Thursday
65282,2020-01-25 07:50:07+00:00,1018,1,2,236.85,0.0,0.0,0.0,Saturday
24315,2019-06-15 18:37:13+00:00,538,1,2,206.77,1.0,0.0,0.0,Saturday
112108,2020-11-21 17:48:32+00:00,4408,27,1,56.12,0.0,0.0,0.0,Saturday
1770,2019-01-18 08:13:38+00:00,808,1,2,101.67,1.0,0.0,0.0,Friday
67577,2020-02-04 08:57:06+00:00,5122,0,2,331.82,0.0,0.0,0.0,Tuesday
50559,2019-11-26 21:45:40+00:00,4344,0,3,862.88,0.0,0.0,1.0,Tuesday
20074,2019-05-17 09:47:59+00:00,1035,27,2,410.82,0.0,0.0,0.0,Friday
48009,2019-11-15 18:04:55+00:00,938,0,3,786.96,0.0,0.0,1.0,Friday
44614,2019-10-26 15:56:47+00:00,3710,1,1,61.51,0.0,0.0,0.0,Saturday
61059,2020-01-02 22:22:22+00:00,2081,1,2,212.64,1.0,0.0,1.0,Thursday
30954,2019-07-28 19:51:09+00:00,3327,0,2,307.16,0.0,0.0,0.0,Sunday
30478,2019-07-25 11:56:15+00:00,3310,0,1,65.73,0.0,0.0,0.0,Thursday
51932,2019-11-29 21:29:45+00:00,4306,1,0,25.99,0.0,0.0,0.0,Friday
14429,2019-04-02 11:08:18+00:00,1401,1,2,361.93,1.0,0.0,1.0,Tuesday
60586,2019-12-30 14:04:43+00:00,4785,27,2,136.85,0.0,0.0,0.0,Monday
93248,2020-07-30 15:13:50+00:00,2108,0,2,183.89,1.0,0.0,1.0,Thursday
55394,2019-12-13 22:26:42+00:00,4550,0,0,26.26,0.0,0.0,0.0,Friday
36588,2019-09-03 11:05:50+00:00,1653,1,3,591.73,1.0,0.0,0.0,Tuesday
80720,2020-04-13 19:24:10+00:00,1200,1,2,124.62,0.0,0.0,1.0,Monday
111782,2020-11-19 13:20:25+00:00,7017,0,2,246.44,1.0,0.0,0.0,Thursday
60833,2019-12-31 13:30:30+00:00,3055,29,2,442.47,0.0,0.0,2.0,Tuesday
64547,2020-01-23 00:40:21+00:00,4806,1,1,88.9,1.0,0.0,0.0,Thursday
54368,2019-12-09 12:03:52+00:00,4280,1,2,103.11,1.0,0.0,0.0,Monday
171,2018-12-04 10:11:52+00:00,303,0,3,849.97,1.0,0.0,0.0,Tuesday
32719,2019-08-09 03:54:59+00:00,3431,0,0,43.7,0.0,0.0,0.0,Friday
100824,2020-09-05 16:29:42+00:00,5495,1,2,195.75,1.0,0.0,1.0,Saturday
62246,2020-01-10 00:13:46+00:00,4872,0,2,136.85,0.0,0.0,0.0,Friday
16852,2019-04-20 09:18:39+00:00,1169,1,2,205.37,1.0,0.0,3.0,Saturday
47502,2019-11-14 11:58:04+00:00,3643,27,0,39.59,1.0,0.0,0.0,Thursday
74963,2020-03-06 09:50:45+00:00,1221,0,3,565.04,0.0,0.0,2.0,Friday
80827,2020-04-14 16:37:34+00:00,5746,27,1,62.88,0.0,0.0,0.0,Tuesday
34269,2019-08-19 14:38:34+00:00,3512,0,1,54.41,1.0,0.0,0.0,Monday
2358,2019-01-21 12:58:45+00:00,1497,1,2,213.67,1.0,0.0,1.0,Monday
105903,2020-10-08 13:41:43+00:00,1243,1,3,691.41,1.0,0.0,2.0,Thursday
33394,2019-08-13 13:22:20+00:00,3175,0,2,107.15,1.0,0.0,0.0,Tuesday
59098,2019-12-26 12:35:00+00:00,4714,0,3,567.1,0.0,0.0,1.0,Thursday
104589,2020-09-28 12:39:18+00:00,5289,1,2,377.03,1.0,0.0,2.0,Monday
8502,2019-02-21 15:04:49+00:00,1927,1,2,298.49,0.0,0.0,0.0,Thursday
26710,2019-07-02 16:11:36+00:00,3067,0,2,461.27,0.0,0.0,0.0,Tuesday
17356,2019-04-23 16:06:42+00:00,2575,1,2,313.33,0.0,0.0,0.0,Tuesday
50124,2019-11-25 06:53:13+00:00,4256,0,2,171.1,0.0,0.0,0.0,Monday
27587,2019-07-09 09:13:09+00:00,3147,0,2,269.82,0.0,0.0,1.0,Tuesday
30237,2019-07-24 07:42:31+00:00,1851,0,2,376.33,1.0,0.0,0.0,Wednesday
108291,2020-10-24 09:09:16+00:00,38,1,1,98.37,1.0,0.0,0.0,Saturday
44228,2019-10-24 17:39:43+00:00,1360,27,3,875.3,0.0,0.0,0.0,Thursday
59785,2019-12-28 11:45:13+00:00,3021,1,1,61.51,0.0,0.0,0.0,Saturday
56364,2019-12-17 12:07:57+00:00,3226,0,2,137.64,0.0,0.0,0.0,Tuesday
42409,2019-10-13 20:16:56+00:00,2076,0,2,196.88,0.0,0.0,0.0,Sunday
90725,2020-07-16 08:13:31+00:00,3253,1,2,102.6,1.0,0.0,0.0,Thursday
22681,2019-06-04 08:53:53+00:00,1610,1,3,594.84,1.0,0.0,0.0,Tuesday
93063,2020-07-29 16:44:50+00:00,6317,0,0,47.11,1.0,0.0,0.0,Wednesday
112719,2020-11-26 15:31:56+00:00,7049,1,0,35.92,1.0,0.0,0.0,Thursday
80120,2020-04-08 09:16:31+00:00,205,27,0,20.41,0.0,0.0,0.0,Wednesday
73621,2020-03-02 14:06:35+00:00,5391,0,1,77.7,1.0,0.0,0.0,Monday
79694,2020-04-04 03:10:59+00:00,5638,1,1,91.21,1.0,0.0,0.0,Saturday
9600,2019-02-27 16:04:48+00:00,1085,1,2,122.07,1.0,0.0,1.0,Wednesday
53874,2019-12-06 00:49:02+00:00,4466,1,2,175.66,1.0,0.0,0.0,Friday
8125,2019-02-19 08:46:25+00:00,1893,1,2,423.26,1.0,0.0,1.0,Tuesday
73274,2020-03-01 13:42:09+00:00,1922,0,2,140.96,0.0,0.0,0.0,Sunday
95429,2020-08-08 22:59:44+00:00,4105,1,2,342.33,1.0,0.0,1.0,Saturday
71018,2020-02-18 18:39:53+00:00,4347,0,2,150.64,0.0,0.0,0.0,Tuesday
7865,2019-02-17 12:55:12+00:00,111,1,2,445.86,0.0,0.0,0.0,Sunday
49216,2019-11-21 10:18:36+00:00,3567,1,2,112.19,1.0,0.0,0.0,Thursday
23331,2019-06-08 11:39:16+00:00,2692,1,2,236.85,0.0,0.0,0.0,Saturday
13809,2019-03-24 09:36:43+00:00,2331,1,2,233.9,1.0,0.0,0.0,Sunday
64981,2020-01-24 07:25:41+00:00,454,0,1,92.08,0.0,0.0,0.0,Friday
66346,2020-01-28 18:29:50+00:00,362,0,2,254.26,1.0,0.0,0.0,Tuesday
22205,2019-05-31 09:41:19+00:00,1245,0,2,119.04,1.0,0.0,0.0,Friday
18114,2019-04-30 15:00:44+00:00,1381,0,2,336.96,0.0,0.0,0.0,Tuesday
9266,2019-02-26 04:48:10+00:00,7079,2,4,,1.0,1.0,3.0,Tuesday
56403,2019-12-17 14:35:24+00:00,4594,0,2,174.92,0.0,0.0,1.0,Tuesday
962,2019-01-01 11:18:50+00:00,967,25,2,258.9,0.0,1.0,3.0,Tuesday
14146,2019-04-01 06:23:16+00:00,261,27,2,424.52,0.0,0.0,0.0,Monday
98274,2020-08-22 09:33:52+00:00,6491,0,1,71.53,0.0,0.0,0.0,Saturday
89160,2020-07-02 08:05:52+00:00,6172,29,2,450.0,0.0,0.0,1.0,Thursday
16663,2019-04-18 19:53:41+00:00,2537,1,1,62.79,1.0,0.0,0.0,Thursday
5350,2019-02-04 23:34:15+00:00,39,0,3,575.21,1.0,0.0,2.0,Monday
13799,2019-03-23 21:59:20+00:00,2235,1,1,53.38,1.0,0.0,0.0,Saturday
104410,2020-09-27 10:57:03+00:00,6647,0,2,140.96,0.0,0.0,0.0,Sunday
27384,2019-07-07 13:03:26+00:00,1601,0,1,61.62,0.0,0.0,1.0,Sunday
110500,2020-11-10 09:18:10+00:00,420,1,2,203.01,0.0,0.0,0.0,Tuesday
10021,2019-03-01 18:07:54+00:00,2012,1,2,147.81,1.0,0.0,0.0,Friday
74953,2020-03-06 09:29:48+00:00,3475,0,0,33.52,0.0,0.0,0.0,Friday
58175,2019-12-23 11:45:33+00:00,4670,0,0,6.71,1.0,1.0,3.0,Monday
64291,2020-01-22 11:13:22+00:00,1221,1,2,217.77,0.0,0.0,0.0,Wednesday
77076,2020-03-15 11:36:15+00:00,1214,0,2,336.96,0.0,0.0,1.0,Sunday
7238,2019-02-14 08:47:19+00:00,1971,1,2,184.89,1.0,0.0,1.0,Thursday
69340,2020-02-13 08:43:37+00:00,5191,0,1,56.84,0.0,0.0,0.0,Thursday
97423,2020-08-18 09:02:23+00:00,3832,1,2,416.07,1.0,0.0,1.0,Tuesday
55577,2019-12-14 15:34:37+00:00,1853,0,2,100.99,0.0,0.0,0.0,Saturday
110747,2020-11-11 19:31:16+00:00,496,0,1,92.08,0.0,0.0,0.0,Wednesday
42935,2019-10-16 14:56:49+00:00,2892,0,3,716.4,0.0,0.0,1.0,Wednesday
70526,2020-02-16 09:59:37+00:00,5253,0,1,95.75,0.0,0.0,0.0,Sunday
69108,2020-02-12 12:14:23+00:00,4685,0,4,1172.23,0.0,0.0,1.0,Wednesday
14980,2019-04-06 07:06:12+00:00,1188,0,2,107.51,0.0,0.0,0.0,Saturday
37617,2019-09-11 11:31:06+00:00,754,0,2,249.38,1.0,0.0,1.0,Wednesday
4093,2019-01-29 13:05:50+00:00,15,1,2,212.19,1.0,0.0,0.0,Tuesday
15680,2019-04-11 15:25:23+00:00,1085,1,2,121.9,1.0,0.0,0.0,Thursday
1109,2019-01-14 18:51:33+00:00,1651,0,0,16.21,0.0,1.0,3.0,Monday
107098,2020-10-16 12:46:31+00:00,6775,1,2,221.47,1.0,0.0,3.0,Friday
80048,2020-04-07 14:35:51+00:00,5387,0,1,85.92,0.0,0.0,0.0,Tuesday
83922,2020-05-19 09:53:01+00:00,5929,1,2,107.84,0.0,0.0,1.0,Tuesday
65174,2020-01-24 19:35:48+00:00,431,0,2,330.79,0.0,0.0,0.0,Friday
60698,2019-12-30 22:23:45+00:00,4791,1,2,417.1,1.0,0.0,1.0,Monday
50141,2019-11-25 07:46:14+00:00,4137,0,2,266.99,0.0,0.0,0.0,Monday
103244,2020-09-20 13:20:42+00:00,6005,27,2,208.53,0.0,0.0,0.0,Sunday
18891,2019-05-07 20:40:38+00:00,2619,1,2,164.25,1.0,0.0,0.0,Tuesday
22956,2019-06-05 17:46:28+00:00,1855,0,2,154.08,0.0,0.0,0.0,Wednesday
43233,2019-10-18 15:45:17+00:00,3831,0,4,1913.67,0.0,0.0,2.0,Friday
16014,2019-04-14 08:43:18+00:00,720,0,2,102.7,1.0,0.0,0.0,Sunday
55839,2019-12-15 15:15:42+00:00,365,0,2,345.18,0.0,0.0,1.0,Sunday
96610,2020-08-14 09:07:52+00:00,7079,2,4,,1.0,1.0,3.0,Friday
90401,2020-07-14 08:29:19+00:00,6041,0,1,76.0,0.0,0.0,0.0,Tuesday
70085,2020-02-14 17:34:29+00:00,1984,1,2,195.75,1.0,0.0,1.0,Friday
103913,2020-09-24 16:40:51+00:00,6700,1,3,988.33,1.0,0.0,1.0,Thursday
50830,2019-11-28 08:36:10+00:00,295,0,0,6.71,1.0,1.0,3.0,Thursday
71012,2020-02-18 18:08:29+00:00,3226,0,4,2100.78,1.0,0.0,0.0,Tuesday
40772,2019-10-07 16:23:29+00:00,83,0,2,336.96,0.0,0.0,1.0,Monday
77182,2020-03-15 22:52:14+00:00,5012,0,2,317.44,0.0,0.0,0.0,Sunday
88443,2020-06-25 19:02:10+00:00,6142,0,1,64.7,0.0,0.0,0.0,Thursday
35682,2019-08-27 22:46:12+00:00,10,1,2,332.16,0.0,0.0,0.0,Tuesday
90315,2020-07-13 13:03:00+00:00,319,0,2,317.63,0.0,0.0,2.0,Monday
46905,2019-11-12 03:12:12+00:00,4059,0,2,166.96,0.0,0.0,0.0,Tuesday
112479,2020-11-24 15:30:34+00:00,7040,1,2,175.66,1.0,0.0,0.0,Tuesday
90712,2020-07-16 07:22:55+00:00,3835,0,2,448.95,0.0,0.0,0.0,Thursday
39017,2019-09-23 08:39:40+00:00,3696,0,1,83.42,1.0,0.0,1.0,Monday
92349,2020-07-25 20:29:58+00:00,2481,1,4,1331.48,1.0,0.0,2.0,Saturday
108553,2020-10-26 13:05:56+00:00,6870,27,2,204.42,0.0,0.0,0.0,Monday
62737,2020-01-13 09:14:13+00:00,4483,1,1,53.4,1.0,0.0,0.0,Monday
35113,2019-08-24 16:29:18+00:00,3339,1,2,422.22,0.0,0.0,0.0,Saturday
100010,2020-09-01 10:51:08+00:00,6556,1,1,61.51,0.0,0.0,0.0,Tuesday
36988,2019-09-06 08:59:26+00:00,3581,0,2,112.63,0.0,0.0,0.0,Friday
82103,2020-04-24 22:49:18+00:00,5818,1,2,219.04,0.0,0.0,0.0,Friday
104615,2020-09-28 15:56:11+00:00,3221,29,2,352.05,1.0,0.0,1.0,Monday
45725,2019-11-02 12:43:46+00:00,1078,1,3,955.45,1.0,0.0,0.0,Saturday
49688,2019-11-23 05:49:50+00:00,740,1,2,321.78,1.0,0.0,0.0,Saturday
2055,2019-01-19 16:50:29+00:00,7079,2,4,,1.0,1.0,3.0,Saturday
15655,2019-04-11 14:09:58+00:00,510,0,2,118.4,0.0,0.0,0.0,Thursday
71571,2020-02-22 07:22:59+00:00,4068,0,2,462.97,0.0,0.0,0.0,Saturday
46120,2019-11-05 15:16:35+00:00,4097,1,2,239.59,1.0,0.0,1.0,Tuesday
83009,2020-05-02 04:43:32+00:00,2867,0,2,140.37,0.0,0.0,0.0,Saturday
72634,2020-02-27 20:15:22+00:00,5352,29,3,778.77,0.0,0.0,0.0,Thursday
98776,2020-08-25 07:08:15+00:00,6054,0,3,794.38,0.0,0.0,0.0,Tuesday
36161,2019-08-30 17:49:15+00:00,3384,0,2,374.27,1.0,0.0,0.0,Friday
10531,2019-03-04 07:24:19+00:00,1365,27,2,197.23,0.0,0.0,0.0,Monday
99019,2020-08-26 15:20:59+00:00,420,27,2,436.21,0.0,0.0,0.0,Wednesday
24722,2019-06-18 18:17:35+00:00,2857,1,2,177.95,1.0,0.0,0.0,Tuesday
50430,2019-11-26 11:40:56+00:00,4336,0,2,377.03,0.0,0.0,0.0,Tuesday
88376,2020-06-25 09:33:22+00:00,5658,0,4,2230.1,0.0,0.0,2.0,Thursday
40657,2019-10-06 13:17:45+00:00,950,0,3,883.73,0.0,0.0,0.0,Sunday
106484,2020-10-12 14:25:22+00:00,356,0,4,1491.75,0.0,0.0,0.0,Monday
41945,2019-10-12 09:01:51+00:00,1243,0,3,836.27,0.0,0.0,0.0,Saturday
95085,2020-08-07 09:49:40+00:00,2386,1,2,121.9,1.0,0.0,0.0,Friday
52750,2019-12-01 15:34:22+00:00,1469,0,2,424.29,0.0,0.0,0.0,Sunday
41920,2019-10-12 06:56:40+00:00,810,0,2,279.03,1.0,0.0,0.0,Saturday
88129,2020-06-22 16:22:43+00:00,5995,29,4,1883.56,0.0,0.0,0.0,Monday
73863,2020-03-03 11:46:18+00:00,5376,0,2,125.32,0.0,0.0,0.0,Tuesday
91124,2020-07-18 15:10:27+00:00,3583,0,2,466.41,0.0,0.0,0.0,Saturday
25049,2019-06-20 18:53:31+00:00,2890,0,2,228.63,0.0,0.0,0.0,Thursday
79508,2020-04-01 18:39:43+00:00,5663,0,4,1611.7,1.0,0.0,0.0,Wednesday
54016,2019-12-06 20:17:19+00:00,1080,0,2,249.96,1.0,0.0,0.0,Friday
49978,2019-11-24 11:31:45+00:00,4305,0,2,324.63,1.0,0.0,0.0,Sunday
31057,2019-07-29 15:18:45+00:00,1145,1,2,274.29,1.0,0.0,0.0,Monday
48421,2019-11-17 17:50:59+00:00,4211,27,2,181.82,0.0,0.0,0.0,Sunday
24209,2019-06-15 06:45:01+00:00,808,0,2,140.73,0.0,0.0,0.0,Saturday
16047,2019-04-14 11:52:02+00:00,2426,0,2,324.62,0.0,0.0,0.0,Sunday
16228,2019-04-15 16:00:51+00:00,1297,0,3,836.27,0.0,0.0,0.0,Monday
83463,2020-05-15 17:35:30+00:00,5890,27,4,1019.15,0.0,0.0,0.0,Friday
26897,2019-07-03 20:28:53+00:00,3103,0,2,416.3,0.0,0.0,0.0,Wednesday
84361,2020-05-22 02:21:14+00:00,5954,0,2,335.48,0.0,0.0,1.0,Friday
76265,2020-03-11 07:05:17+00:00,5524,27,2,233.19,0.0,0.0,0.0,Wednesday
21248,2019-05-24 15:44:51+00:00,2423,1,4,1067.44,1.0,0.0,0.0,Friday
85933,2020-06-03 13:25:57+00:00,253,27,2,364.29,1.0,0.0,3.0,Wednesday
54849,2019-12-11 20:20:00+00:00,3395,0,0,6.71,1.0,1.0,3.0,Wednesday
68916,2020-02-11 18:42:00+00:00,5201,1,3,658.53,1.0,0.0,1.0,Tuesday
95956,2020-08-11 13:45:03+00:00,6414,0,1,77.01,1.0,0.0,0.0,Tuesday
83271,2020-05-14 10:11:34+00:00,3808,1,2,302.03,1.0,0.0,2.0,Thursday
82992,2020-05-01 19:12:39+00:00,5021,0,2,403.97,0.0,0.0,1.0,Friday
90035,2020-07-10 16:17:53+00:00,967,0,2,484.67,1.0,0.0,0.0,Friday
63926,2020-01-21 13:37:33+00:00,3360,1,2,201.42,0.0,0.0,1.0,Tuesday
23007,2019-06-06 07:52:54+00:00,2887,0,2,136.85,0.0,0.0,2.0,Thursday
20526,2019-05-20 14:42:14+00:00,2762,1,1,65.37,0.0,0.0,0.0,Monday
29122,2019-07-17 16:38:17+00:00,1247,27,2,438.22,0.0,0.0,0.0,Wednesday
5216,2019-02-04 11:38:39+00:00,684,1,3,713.59,1.0,0.0,0.0,Monday
69242,2020-02-12 21:57:28+00:00,5002,0,2,286.62,0.0,0.0,0.0,Wednesday
2613,2019-01-22 14:44:32+00:00,1736,0,1,78.38,1.0,0.0,0.0,Tuesday
108871,2020-10-29 10:28:22+00:00,842,29,3,521.92,0.0,0.0,1.0,Thursday
26234,2019-06-29 14:09:33+00:00,2375,1,2,317.44,1.0,0.0,0.0,Saturday
7369,2019-02-14 19:05:27+00:00,1455,1,2,221.47,1.0,0.0,3.0,Thursday
86893,2020-06-11 12:43:07+00:00,7079,2,4,,1.0,1.0,3.0,Thursday
105189,2020-10-02 16:23:46+00:00,169,1,1,95.75,0.0,0.0,0.0,Friday
52521,2019-12-01 06:58:00+00:00,4173,1,2,196.21,1.0,0.0,0.0,Sunday
92617,2020-07-27 11:55:46+00:00,1190,0,3,549.21,0.0,0.0,0.0,Monday
63692,2020-01-20 09:46:22+00:00,73,1,2,289.7,1.0,0.0,0.0,Monday
29055,2019-07-17 11:06:10+00:00,2130,0,3,534.22,0.0,0.0,0.0,Wednesday
55752,2019-12-15 11:04:26+00:00,7073,1,3,765.62,0.0,0.0,0.0,Sunday
49638,2019-11-22 18:12:40+00:00,637,0,3,526.0,0.0,0.0,0.0,Friday
42088,2019-10-12 16:21:12+00:00,1415,1,3,598.95,1.0,0.0,0.0,Saturday
86102,2020-06-04 17:57:53+00:00,6037,0,3,501.52,1.0,0.0,0.0,Thursday
80297,2020-04-10 07:20:36+00:00,3326,0,2,198.49,0.0,0.0,0.0,Friday
70429,2020-02-15 21:11:07+00:00,696,27,0,14.93,0.0,0.0,0.0,Saturday
57958,2019-12-22 17:56:06+00:00,4656,27,2,301.0,0.0,0.0,0.0,Sunday
27307,2019-07-06 15:43:01+00:00,2557,0,1,68.11,0.0,0.0,0.0,Saturday
19998,2019-05-16 18:26:51+00:00,376,1,2,269.73,1.0,0.0,2.0,Thursday
19093,2019-05-10 05:37:23+00:00,2670,27,2,101.23,0.0,0.0,0.0,Friday
39451,2019-09-26 09:50:47+00:00,1227,1,1,93.79,1.0,0.0,0.0,Thursday
26490,2019-07-01 10:19:59+00:00,3095,0,2,225.89,0.0,0.0,1.0,Monday
93976,2020-08-02 14:15:59+00:00,6321,1,2,431.37,1.0,0.0,1.0,Sunday
69115,2020-02-12 12:22:16+00:00,1960,1,2,260.14,1.0,0.0,0.0,Wednesday
5884,2019-02-07 09:33:19+00:00,1053,1,2,205.34,1.0,0.0,2.0,Thursday
91592,2020-07-21 18:21:02+00:00,6272,0,2,342.33,0.0,0.0,1.0,Tuesday
26100,2019-06-28 15:02:03+00:00,2108,1,2,121.9,1.0,0.0,0.0,Friday
43522,2019-10-20 20:19:42+00:00,679,1,2,182.85,1.0,0.0,1.0,Sunday
63942,2020-01-21 14:13:23+00:00,1809,0,2,120.42,1.0,0.0,0.0,Tuesday
196,2018-12-05 08:26:57+00:00,1125,26,0,1.1,1.0,1.0,3.0,Wednesday
40503,2019-10-05 07:41:11+00:00,3864,1,2,105.79,1.0,0.0,0.0,Saturday
87720,2020-06-19 07:04:35+00:00,5850,1,2,170.52,1.0,0.0,0.0,Friday
98600,2020-08-24 07:39:23+00:00,6498,1,0,27.7,1.0,0.0,0.0,Monday
89149,2020-07-02 06:32:54+00:00,3326,0,2,109.32,0.0,0.0,0.0,Thursday
108554,2020-10-26 13:12:48+00:00,7069,27,2,248.6,0.0,0.0,0.0,Monday
90700,2020-07-16 06:23:05+00:00,6224,0,1,97.56,0.0,0.0,0.0,Thursday
81951,2020-04-23 17:01:02+00:00,1184,27,2,106.71,0.0,0.0,1.0,Thursday
72845,2020-02-28 17:48:58+00:00,745,1,2,205.37,1.0,0.0,3.0,Friday
108897,2020-10-29 11:54:34+00:00,6868,0,2,226.0,0.0,0.0,1.0,Thursday
76875,2020-03-14 10:36:31+00:00,5409,1,2,464.36,1.0,0.0,0.0,Saturday
3799,2019-01-28 10:58:21+00:00,1788,26,0,13.56,1.0,1.0,3.0,Monday
105889,2020-10-08 11:28:36+00:00,5396,0,1,77.01,1.0,0.0,0.0,Thursday
