,event_time,user_id,instructor_id,duration,price,lesson_type,twocat,threecat,weekday
46186,2019-11-06 07:11:47+00:00,4167,0,2,244.49,0.0,0.0,0.0,Wednesday
43346,2019-10-19 14:23:40+00:00,1599,1,2,225.89,1.0,0.0,1.0,Saturday
100928,2020-09-06 11:43:05+00:00,1390,1,3,608.19,1.0,0.0,0.0,Sunday
11468,2019-03-07 14:07:10+00:00,2244,1,2,175.66,1.0,0.0,0.0,Thursday
88649,2020-06-27 19:11:19+00:00,1113,0,2,197.23,0.0,0.0,0.0,Saturday
17164,2019-04-22 11:22:15+00:00,2383,1,2,273.84,1.0,0.0,0.0,Monday
67583,2020-02-04 08:57:06+00:00,5169,2,3,537.3,0.0,0.0,0.0,Tuesday
52482,2019-11-30 22:05:28+00:00,3914,0,3,734.56,0.0,0.0,1.0,Saturday
23979,2019-06-13 11:56:09+00:00,2422,0,3,839.14,0.0,0.0,0.0,Thursday
92340,2020-07-25 18:24:13+00:00,1937,1,2,213.67,1.0,0.0,1.0,Saturday
87903,2020-06-20 19:03:35+00:00,4360,0,2,259.55,0.0,0.0,0.0,Saturday
97938,2020-08-20 16:17:22+00:00,1088,1,2,203.01,0.0,0.0,0.0,Thursday
19451,2019-05-13 09:37:44+00:00,1092,1,2,216.16,1.0,0.0,1.0,Monday
54999,2019-12-12 12:28:45+00:00,7139,2,4,,1.0,1.0,3.0,Thursday
1378,2019-01-16 10:07:34+00:00,1708,2,0,7.38,1.0,1.0,3.0,Wednesday
60545,2019-12-30 12:11:13+00:00,2600,0,2,365.44,0.0,0.0,0.0,Monday
84599,2020-05-23 15:15:47+00:00,4971,1,2,119.04,0.0,0.0,0.0,Saturday
108188,2020-10-23 11:42:36+00:00,6894,1,2,228.0,0.0,0.0,0.0,Friday
63169,2020-01-16 13:28:12+00:00,4983,2,1,72.47,0.0,0.0,0.0,Thursday
66993,2020-01-31 10:28:35+00:00,1828,1,2,123.15,1.0,0.0,0.0,Friday
94385,2020-08-04 10:39:09+00:00,5304,0,1,54.66,0.0,0.0,0.0,Tuesday
75776,2020-03-08 21:29:01+00:00,5553,0,1,83.42,0.0,0.0,0.0,Sunday
52507,2019-12-01 05:58:50+00:00,201,0,2,262.49,1.0,0.0,0.0,Sunday
5901,2019-02-07 11:08:57+00:00,537,1,2,131.37,1.0,0.0,1.0,Thursday
34419,2019-08-20 12:20:13+00:00,3523,1,2,121.9,1.0,0.0,0.0,Tuesday
93874,2020-08-02 08:38:56+00:00,6152,1,3,765.62,0.0,0.0,0.0,Sunday
31882,2019-08-04 00:47:37+00:00,3394,1,2,428.95,1.0,0.0,0.0,Sunday
104824,2020-09-30 08:23:56+00:00,733,0,2,223.95,0.0,0.0,0.0,Wednesday
6451,2019-02-10 10:25:39+00:00,1976,0,2,493.01,0.0,0.0,0.0,Sunday
23751,2019-06-11 14:12:44+00:00,2936,0,2,420.18,0.0,0.0,0.0,Tuesday
99224,2020-08-27 19:08:30+00:00,6370,1,2,214.25,1.0,0.0,1.0,Thursday
91796,2020-07-22 16:56:12+00:00,6312,0,2,282.51,0.0,0.0,0.0,Wednesday
9360,2019-02-26 13:42:31+00:00,786,2,1,82.05,0.0,0.0,0.0,Tuesday
745,2018-12-23 10:56:34+00:00,251,0,2,199.41,1.0,0.0,0.0,Sunday
1527,2019-01-16 21:48:51+00:00,1637,0,2,260.92,1.0,0.0,0.0,Wednesday
29371,2019-07-19 01:00:07+00:00,3249,1,2,436.62,1.0,0.0,1.0,Friday
112721,2020-11-26 16:25:32+00:00,6970,1,3,738.67,1.0,0.0,0.0,Thursday
8096,2019-02-19 00:44:39+00:00,2070,0,2,439.59,0.0,0.0,0.0,Tuesday
20845,2019-05-22 10:44:29+00:00,1721,0,2,108.86,0.0,0.0,0.0,Wednesday
41119,2019-10-10 09:07:54+00:00,1811,0,4,1127.01,1.0,0.0,0.0,Thursday
11493,2019-03-07 15:56:24+00:00,2092,0,2,123.15,0.0,0.0,0.0,Thursday
2970,2019-01-24 08:50:48+00:00,76,1,1,97.12,1.0,0.0,1.0,Thursday
36990,2019-09-06 08:59:26+00:00,3594,1,2,177.95,0.0,0.0,0.0,Friday
93756,2020-08-01 14:06:42+00:00,1248,0,3,566.07,0.0,0.0,0.0,Saturday
59596,2019-12-27 21:41:44+00:00,1328,0,2,264.7,1.0,0.0,0.0,Friday
88845,2020-06-30 04:29:20+00:00,5650,0,1,62.64,0.0,0.0,0.0,Tuesday
5968,2019-02-07 14:05:18+00:00,1080,1,2,181.82,1.0,0.0,1.0,Thursday
52362,2019-11-30 17:37:54+00:00,2470,0,2,146.26,0.0,0.0,0.0,Saturday
75457,2020-03-07 17:10:26+00:00,5242,2,2,101.33,1.0,0.0,0.0,Saturday
17011,2019-04-21 10:26:56+00:00,2339,2,2,306.85,1.0,1.0,3.0,Sunday
61539,2020-01-05 17:49:30+00:00,486,1,1,57.49,0.0,0.0,0.0,Sunday
92303,2020-07-25 14:17:18+00:00,6338,1,2,130.0,0.0,0.0,1.0,Saturday
82405,2020-04-27 14:18:22+00:00,5648,1,1,91.21,1.0,0.0,0.0,Monday
18599,2019-05-05 13:08:04+00:00,2643,2,4,1107.51,0.0,0.0,0.0,Sunday
113084,2020-11-28 12:11:21+00:00,3277,1,2,250.77,0.0,0.0,0.0,Saturday
23920,2019-06-12 20:36:06+00:00,2958,2,3,883.53,0.0,0.0,1.0,Wednesday
40842,2019-10-08 10:35:02+00:00,3173,1,2,270.18,0.0,0.0,0.0,Tuesday
62041,2020-01-08 19:49:44+00:00,3889,1,1,95.75,0.0,0.0,0.0,Wednesday
105471,2020-10-05 10:12:55+00:00,1149,0,2,112.63,0.0,0.0,0.0,Monday
55428,2019-12-14 07:46:46+00:00,4190,0,0,6.71,1.0,1.0,3.0,Saturday
5971,2019-02-07 14:06:43+00:00,1006,1,2,272.9,1.0,0.0,0.0,Thursday
57147,2019-12-20 03:21:24+00:00,3224,2,0,20.41,0.0,0.0,0.0,Friday
52706,2019-12-01 14:01:22+00:00,2922,1,2,265.71,1.0,0.0,0.0,Sunday
79427,2020-03-31 14:57:53+00:00,2674,2,2,202.6,1.0,0.0,0.0,Tuesday
38276,2019-09-17 07:15:09+00:00,3766,2,2,171.1,0.0,0.0,0.0,Tuesday
59553,2019-12-27 18:18:54+00:00,4169,2,3,709.9,0.0,0.0,1.0,Friday
7309,2019-02-14 13:41:13+00:00,2028,1,2,177.95,0.0,0.0,0.0,Thursday
80620,2020-04-13 06:53:29+00:00,3207,1,2,139.7,1.0,0.0,0.0,Monday
97446,2020-08-18 10:17:21+00:00,6280,1,3,588.9,1.0,0.0,1.0,Tuesday
43277,2019-10-18 21:17:07+00:00,4032,1,2,342.33,1.0,0.0,1.0,Friday
47515,2019-11-14 12:37:55+00:00,3660,0,2,101.33,1.0,0.0,0.0,Thursday
105420,2020-10-05 03:47:24+00:00,6753,1,2,107.66,1.0,0.0,0.0,Monday
88507,2020-06-26 13:27:07+00:00,6185,0,2,131.37,0.0,0.0,1.0,Friday
92548,2020-07-27 02:02:36+00:00,6349,1,0,45.16,0.0,0.0,0.0,Monday
96587,2020-08-14 08:50:34+00:00,6113,0,2,228.63,0.0,0.0,0.0,Friday
9826,2019-02-28 18:03:25+00:00,972,0,3,506.71,0.0,0.0,0.0,Thursday
45410,2019-10-31 11:20:54+00:00,3930,0,2,341.07,0.0,0.0,1.0,Thursday
87750,2020-06-19 09:08:11+00:00,289,0,1,64.7,0.0,0.0,2.0,Friday
52682,2019-12-01 13:16:52+00:00,1004,0,1,71.89,0.0,0.0,0.0,Sunday
87401,2020-06-16 08:43:54+00:00,6012,2,2,388.9,0.0,0.0,0.0,Tuesday
71622,2020-02-22 11:44:45+00:00,5344,0,2,328.63,1.0,0.0,0.0,Saturday
7231,2019-02-14 08:39:23+00:00,1200,0,1,86.05,0.0,0.0,0.0,Thursday
111753,2020-11-19 09:44:12+00:00,4007,3,3,573.29,0.0,0.0,1.0,Thursday
20037,2019-05-17 06:29:07+00:00,2309,0,2,328.63,1.0,0.0,0.0,Friday
102738,2020-09-17 09:25:30+00:00,2542,0,2,345.18,0.0,0.0,1.0,Thursday
37263,2019-09-08 12:28:53+00:00,3433,0,2,349.29,0.0,0.0,0.0,Sunday
79781,2020-04-04 16:47:07+00:00,3977,0,3,765.62,0.0,0.0,0.0,Saturday
72994,2020-02-29 12:11:06+00:00,5287,0,2,115.03,0.0,0.0,1.0,Saturday
73969,2020-03-03 16:21:58+00:00,5410,1,3,617.44,1.0,0.0,1.0,Tuesday
57334,2019-12-20 15:12:45+00:00,1945,0,2,270.18,0.0,0.0,1.0,Friday
91883,2020-07-23 10:09:35+00:00,398,1,3,537.3,1.0,0.0,2.0,Thursday
74155,2020-03-04 07:43:27+00:00,5304,0,2,190.03,1.0,0.0,2.0,Wednesday
108613,2020-10-27 05:40:53+00:00,6876,0,2,424.52,0.0,0.0,1.0,Tuesday
109885,2020-11-05 15:10:19+00:00,6977,0,2,490.37,0.0,0.0,1.0,Thursday
71523,2020-02-21 18:05:42+00:00,5335,0,2,124.62,0.0,0.0,0.0,Friday
29935,2019-07-22 09:54:22+00:00,1410,1,2,428.4,1.0,0.0,0.0,Monday
72150,2020-02-25 14:48:54+00:00,5002,0,0,47.81,0.0,0.0,0.0,Tuesday
99099,2020-08-27 09:30:18+00:00,5138,0,2,357.51,0.0,0.0,0.0,Thursday
100130,2020-09-02 08:07:19+00:00,6596,0,2,162.63,0.0,0.0,0.0,Wednesday
20342,2019-05-19 09:30:21+00:00,1390,1,2,122.07,1.0,0.0,1.0,Sunday
92729,2020-07-28 07:05:09+00:00,3494,0,2,492.0,1.0,0.0,0.0,Tuesday
46862,2019-11-11 15:32:36+00:00,978,0,2,336.96,0.0,0.0,0.0,Monday
37206,2019-09-07 19:15:58+00:00,1437,0,0,23.15,0.0,0.0,0.0,Saturday
92924,2020-07-28 21:26:40+00:00,3319,0,2,249.38,1.0,0.0,1.0,Tuesday
1027,2019-01-09 06:26:50+00:00,7136,0,2,164.25,0.0,0.0,1.0,Wednesday
19461,2019-05-13 10:32:47+00:00,952,1,2,486.96,1.0,0.0,1.0,Monday
107642,2020-10-20 07:58:55+00:00,6866,1,2,140.37,1.0,0.0,0.0,Tuesday
81657,2020-04-21 16:06:32+00:00,5834,0,2,118.08,1.0,0.0,0.0,Tuesday
69378,2020-02-13 09:59:01+00:00,2084,1,2,408.88,1.0,0.0,0.0,Thursday
110051,2020-11-06 13:13:52+00:00,7139,2,4,,1.0,1.0,3.0,Friday
20899,2019-05-22 15:16:05+00:00,2779,0,2,316.41,0.0,0.0,0.0,Wednesday
45871,2019-11-03 16:06:58+00:00,868,0,2,484.67,1.0,0.0,0.0,Sunday
2194,2019-01-20 15:25:58+00:00,1750,0,2,373.25,0.0,0.0,0.0,Sunday
44484,2019-10-25 20:44:10+00:00,508,1,1,78.05,1.0,0.0,0.0,Friday
27462,2019-07-08 09:20:45+00:00,2462,1,1,82.49,0.0,0.0,0.0,Monday
10167,2019-03-02 14:14:40+00:00,1843,1,1,72.22,1.0,0.0,0.0,Saturday
16518,2019-04-17 18:40:23+00:00,860,0,1,68.44,0.0,0.0,0.0,Wednesday
66610,2020-01-29 18:42:47+00:00,5127,0,1,65.37,0.0,0.0,0.0,Wednesday
101655,2020-09-10 14:24:48+00:00,5633,0,2,384.22,1.0,0.0,0.0,Thursday
7121,2019-02-13 14:55:23+00:00,1991,1,2,107.84,0.0,0.0,1.0,Wednesday
100512,2020-09-04 08:55:19+00:00,6610,0,2,120.41,0.0,0.0,0.0,Friday
67274,2020-02-01 15:45:01+00:00,5134,1,2,178.38,1.0,0.0,1.0,Saturday
15090,2019-04-07 08:12:09+00:00,517,1,2,237.3,1.0,0.0,0.0,Sunday
108349,2020-10-24 13:50:37+00:00,4009,1,2,122.07,1.0,0.0,1.0,Saturday
99204,2020-08-27 16:28:14+00:00,4834,2,2,101.33,1.0,0.0,0.0,Thursday
64459,2020-01-22 17:33:36+00:00,3186,1,2,146.47,1.0,0.0,0.0,Wednesday
42730,2019-10-15 14:29:12+00:00,1205,0,2,353.38,0.0,0.0,0.0,Tuesday
76791,2020-03-13 19:22:59+00:00,5380,0,1,66.05,0.0,0.0,0.0,Friday
24144,2019-06-14 13:03:58+00:00,2975,1,1,97.56,0.0,0.0,0.0,Friday
92659,2020-07-27 15:43:42+00:00,3146,1,2,221.47,1.0,0.0,3.0,Monday
57570,2019-12-21 12:42:30+00:00,4588,1,4,1158.88,1.0,0.0,0.0,Saturday
31024,2019-07-29 12:11:57+00:00,873,0,0,46.44,1.0,0.0,0.0,Monday
78039,2020-03-20 16:46:40+00:00,5654,0,2,277.53,1.0,0.0,0.0,Friday
86632,2020-06-09 13:30:03+00:00,5330,2,0,34.11,1.0,0.0,0.0,Tuesday
86001,2020-06-04 06:27:27+00:00,261,2,2,183.88,0.0,0.0,0.0,Thursday
7659,2019-02-16 12:38:12+00:00,865,0,1,90.38,0.0,0.0,0.0,Saturday
32874,2019-08-10 02:25:36+00:00,2065,0,2,116.3,0.0,0.0,0.0,Saturday
62522,2020-01-11 17:15:50+00:00,4941,1,0,38.32,0.0,0.0,0.0,Saturday
83657,2020-05-17 09:47:16+00:00,5956,2,2,101.23,0.0,0.0,0.0,Sunday
19204,2019-05-11 09:59:42+00:00,2694,0,2,269.99,1.0,0.0,1.0,Saturday
5250,2019-02-04 14:58:20+00:00,1916,0,1,66.7,0.0,0.0,1.0,Monday
70521,2020-02-16 09:45:44+00:00,841,0,4,1058.08,1.0,0.0,0.0,Sunday
56641,2019-12-18 12:09:05+00:00,4560,0,2,384.22,1.0,0.0,0.0,Wednesday
43988,2019-10-23 16:45:24+00:00,1030,0,2,107.15,1.0,0.0,0.0,Wednesday
28416,2019-07-13 13:49:37+00:00,2334,2,2,136.85,0.0,0.0,1.0,Saturday
16634,2019-04-18 16:23:03+00:00,1931,0,2,449.97,0.0,0.0,1.0,Thursday
67417,2020-02-03 06:57:22+00:00,4737,0,2,266.07,0.0,0.0,0.0,Monday
37872,2019-09-13 10:16:53+00:00,3724,0,3,671.1,0.0,0.0,1.0,Friday
62361,2020-01-10 15:20:44+00:00,1044,2,2,212.64,0.0,0.0,0.0,Friday
89794,2020-07-08 17:28:39+00:00,2954,3,2,467.81,0.0,0.0,0.0,Wednesday
54709,2019-12-11 09:24:38+00:00,614,0,2,132.15,1.0,0.0,0.0,Wednesday
60834,2019-12-31 13:34:07+00:00,427,0,2,109.45,0.0,0.0,0.0,Tuesday
7987,2019-02-18 08:18:25+00:00,1846,2,2,102.6,0.0,0.0,0.0,Monday
101991,2020-09-12 13:33:04+00:00,3581,1,2,341.07,1.0,0.0,0.0,Saturday
103861,2020-09-24 11:41:39+00:00,3494,2,3,838.95,1.0,0.0,0.0,Thursday
43724,2019-10-22 09:22:48+00:00,3599,0,2,120.42,1.0,0.0,0.0,Tuesday
88399,2020-06-25 12:42:31+00:00,6175,0,2,254.08,0.0,0.0,1.0,Thursday
66591,2020-01-29 17:14:48+00:00,5117,0,2,120.42,1.0,0.0,0.0,Wednesday
19236,2019-05-11 12:49:29+00:00,2555,1,2,127.26,1.0,0.0,0.0,Saturday
38571,2019-09-19 12:01:34+00:00,3737,0,2,242.77,0.0,0.0,0.0,Thursday
55368,2019-12-13 19:10:16+00:00,3973,0,4,1233.88,0.0,0.0,0.0,Friday
27952,2019-07-11 08:21:02+00:00,3190,0,2,184.79,0.0,0.0,0.0,Thursday
30053,2019-07-22 18:24:46+00:00,1965,0,1,84.55,0.0,0.0,0.0,Monday
94044,2020-08-02 17:57:40+00:00,422,2,2,493.12,0.0,0.0,0.0,Sunday
8080,2019-02-18 18:40:06+00:00,1322,1,2,383.42,0.0,0.0,1.0,Monday
33585,2019-08-14 14:38:42+00:00,3364,0,1,68.11,0.0,0.0,0.0,Wednesday
9735,2019-02-28 11:37:30+00:00,1451,0,2,421.88,0.0,0.0,2.0,Thursday
26753,2019-07-03 03:07:56+00:00,3107,0,2,199.97,0.0,0.0,1.0,Wednesday
74375,2020-03-04 15:57:24+00:00,1240,0,4,1599.63,0.0,0.0,1.0,Wednesday
82227,2020-04-26 09:42:17+00:00,5864,1,3,534.22,1.0,0.0,1.0,Sunday
34492,2019-08-20 18:30:51+00:00,3519,1,2,105.34,1.0,0.0,0.0,Tuesday
1971,2019-01-19 10:35:42+00:00,160,1,2,383.19,1.0,0.0,0.0,Saturday
74318,2020-03-04 13:50:20+00:00,346,0,2,257.4,1.0,0.0,0.0,Wednesday
112113,2020-11-21 18:17:05+00:00,4452,2,1,56.12,0.0,0.0,0.0,Saturday
37516,2019-09-10 14:06:06+00:00,3719,1,3,608.19,1.0,0.0,0.0,Tuesday
27873,2019-07-10 21:44:37+00:00,21,0,2,164.25,0.0,0.0,0.0,Wednesday
52993,2019-12-02 07:46:20+00:00,312,2,2,177.95,0.0,0.0,1.0,Monday
63332,2020-01-17 13:29:45+00:00,4996,0,1,73.84,0.0,0.0,0.0,Friday
39519,2019-09-26 15:59:54+00:00,519,0,2,106.71,1.0,0.0,0.0,Thursday
10169,2019-03-02 14:17:40+00:00,1744,1,2,232.74,1.0,0.0,0.0,Saturday
81652,2020-04-21 15:51:43+00:00,350,1,2,250.77,0.0,0.0,0.0,Tuesday
16939,2019-04-20 20:09:43+00:00,2465,0,2,318.47,0.0,0.0,1.0,Saturday
96742,2020-08-14 20:06:47+00:00,6475,2,3,669.84,0.0,0.0,1.0,Friday
37820,2019-09-12 22:04:43+00:00,3650,1,2,342.33,1.0,0.0,1.0,Thursday
9898,2019-03-01 09:40:10+00:00,1021,1,3,588.66,0.0,0.0,1.0,Friday
69533,2020-02-13 12:36:05+00:00,3345,0,2,174.92,0.0,0.0,1.0,Thursday
6666,2019-02-11 13:06:53+00:00,1110,1,2,255.16,1.0,0.0,0.0,Monday
76142,2020-03-10 16:07:08+00:00,5418,0,2,220.41,0.0,0.0,0.0,Tuesday
63272,2020-01-17 07:15:05+00:00,4748,1,2,233.19,1.0,0.0,0.0,Friday
46557,2019-11-09 08:54:56+00:00,4134,2,2,101.23,0.0,0.0,0.0,Saturday
87291,2020-06-15 08:33:35+00:00,516,0,0,6.71,1.0,1.0,3.0,Monday
100266,2020-09-02 21:31:56+00:00,6602,0,2,124.66,1.0,0.0,0.0,Wednesday
101766,2020-09-11 08:23:01+00:00,938,1,2,299.97,1.0,0.0,2.0,Friday
753,2018-12-23 13:32:28+00:00,1376,0,2,198.49,0.0,0.0,0.0,Sunday
32907,2019-08-10 09:21:17+00:00,2166,1,1,95.75,1.0,0.0,0.0,Saturday
88071,2020-06-22 13:05:34+00:00,2166,0,3,786.96,0.0,0.0,1.0,Monday
47936,2019-11-15 13:38:38+00:00,4261,1,2,342.33,1.0,0.0,1.0,Friday
12688,2019-03-14 10:25:01+00:00,273,1,2,177.95,0.0,0.0,0.0,Thursday
37193,2019-09-07 15:47:51+00:00,3447,2,2,255.79,0.0,0.0,0.0,Saturday
82939,2020-05-01 12:14:58+00:00,50,1,4,1399.78,1.0,0.0,0.0,Friday
106521,2020-10-12 19:06:36+00:00,1212,1,2,260.14,1.0,0.0,0.0,Monday
96451,2020-08-13 16:41:45+00:00,5682,1,2,184.9,0.0,0.0,0.0,Thursday
22012,2019-05-30 01:52:22+00:00,1640,0,2,204.42,0.0,0.0,0.0,Thursday
2776,2019-01-23 10:56:44+00:00,421,2,0,46.44,0.0,0.0,0.0,Wednesday
15667,2019-04-11 14:36:35+00:00,952,2,0,17.0,0.0,1.0,3.0,Thursday
52035,2019-11-30 07:21:10+00:00,4116,1,2,334.9,1.0,0.0,0.0,Saturday
62795,2020-01-13 17:02:39+00:00,1297,0,0,40.96,0.0,0.0,0.0,Monday
16594,2019-04-18 12:05:58+00:00,2538,2,0,12.18,1.0,1.0,3.0,Thursday
7883,2019-02-17 14:35:51+00:00,806,1,2,230.11,1.0,0.0,0.0,Sunday
56133,2019-12-16 14:47:13+00:00,403,0,2,342.33,0.0,0.0,0.0,Monday
50291,2019-11-25 17:41:10+00:00,2004,1,2,280.45,1.0,0.0,0.0,Monday
16783,2019-04-19 16:37:29+00:00,1552,0,2,177.95,0.0,0.0,0.0,Friday
10209,2019-03-02 17:04:51+00:00,455,1,2,430.45,1.0,0.0,0.0,Saturday
59630,2019-12-28 06:00:15+00:00,4793,1,2,177.95,1.0,0.0,0.0,Saturday
28677,2019-07-15 08:49:52+00:00,2649,1,2,432.51,1.0,0.0,0.0,Monday
47268,2019-11-13 19:24:16+00:00,4246,1,2,232.74,1.0,0.0,1.0,Wednesday
24771,2019-06-19 07:11:55+00:00,2942,0,2,164.25,0.0,0.0,0.0,Wednesday
48278,2019-11-17 01:03:42+00:00,2332,1,3,588.9,1.0,0.0,2.0,Sunday
52761,2019-12-01 15:43:59+00:00,4459,2,3,537.3,0.0,0.0,0.0,Sunday
42957,2019-10-16 18:57:48+00:00,3995,1,2,108.08,0.0,0.0,1.0,Wednesday
112865,2020-11-27 10:20:47+00:00,180,0,1,68.36,0.0,0.0,0.0,Friday
36117,2019-08-30 12:46:02+00:00,1370,0,3,878.4,0.0,0.0,1.0,Friday
25859,2019-06-26 19:47:11+00:00,2290,0,2,328.63,1.0,0.0,0.0,Wednesday
35725,2019-08-28 09:04:14+00:00,3616,0,2,191.07,0.0,0.0,0.0,Wednesday
35084,2019-08-24 12:13:36+00:00,2878,1,2,109.45,1.0,0.0,0.0,Saturday
